class_name,mfcc_mean_matrix1,mfcc_mean_matrix2,mfcc_mean_matrix3,mfcc_mean_matrix4,mfcc_mean_matrix5,mfcc_mean_matrix6,mfcc_mean_matrix7,mfcc_mean_matrix8,mfcc_mean_matrix9,mfcc_mean_matrix10,mfcc_mean_matrix11,mfcc_mean_matrix12,mfcc_mean_matrix13,covariance_1_1,covariance_1_2,covariance_1_3,covariance_1_4,covariance_1_5,covariance_1_6,covariance_1_7,covariance_1_8,covariance_1_9,covariance_1_10,covariance_1_11,covariance_1_12,covariance_1_13,covariance_2_1,covariance_2_2,covariance_2_3,covariance_2_4,covariance_2_5,covariance_2_6,covariance_2_7,covariance_2_8,covariance_2_9,covariance_2_10,covariance_2_11,covariance_2_12,covariance_2_13,covariance_3_1,covariance_3_2,covariance_3_3,covariance_3_4,covariance_3_5,covariance_3_6,covariance_3_7,covariance_3_8,covariance_3_9,covariance_3_10,covariance_3_11,covariance_3_12,covariance_3_13,covariance_4_1,covariance_4_2,covariance_4_3,covariance_4_4,covariance_4_5,covariance_4_6,covariance_4_7,covariance_4_8,covariance_4_9,covariance_4_10,covariance_4_11,covariance_4_12,covariance_4_13,covariance_5_1,covariance_5_2,covariance_5_3,covariance_5_4,covariance_5_5,covariance_5_6,covariance_5_7,covariance_5_8,covariance_5_9,covariance_5_10,covariance_5_11,covariance_5_12,covariance_5_13,covariance_6_1,covariance_6_2,covariance_6_3,covariance_6_4,covariance_6_5,covariance_6_6,covariance_6_7,covariance_6_8,covariance_6_9,covariance_6_10,covariance_6_11,covariance_6_12,covariance_6_13,covariance_7_1,covariance_7_2,covariance_7_3,covariance_7_4,covariance_7_5,covariance_7_6,covariance_7_7,covariance_7_8,covariance_7_9,covariance_7_10,covariance_7_11,covariance_7_12,covariance_7_13,covariance_8_1,covariance_8_2,covariance_8_3,covariance_8_4,covariance_8_5,covariance_8_6,covariance_8_7,covariance_8_8,covariance_8_9,covariance_8_10,covariance_8_11,covariance_8_12,covariance_8_13,covariance_9_1,covariance_9_2,covariance_9_3,covariance_9_4,covariance_9_5,covariance_9_6,covariance_9_7,covariance_9_8,covariance_9_9,covariance_9_10,covariance_9_11,covariance_9_12,covariance_9_13,covariance_10_1,covariance_10_2,covariance_10_3,covariance_10_4,covariance_10_5,covariance_10_6,covariance_10_7,covariance_10_8,covariance_10_9,covariance_10_10,covariance_10_11,covariance_10_12,covariance_10_13,covariance_11_1,covariance_11_2,covariance_11_3,covariance_11_4,covariance_11_5,covariance_11_6,covariance_11_7,covariance_11_8,covariance_11_9,covariance_11_10,covariance_11_11,covariance_11_12,covariance_11_13,covariance_12_1,covariance_12_2,covariance_12_3,covariance_12_4,covariance_12_5,covariance_12_6,covariance_12_7,covariance_12_8,covariance_12_9,covariance_12_10,covariance_12_11,covariance_12_12,covariance_12_13,covariance_13_1,covariance_13_2,covariance_13_3,covariance_13_4,covariance_13_5,covariance_13_6,covariance_13_7,covariance_13_8,covariance_13_9,covariance_13_10,covariance_13_11,covariance_13_12,covariance_13_13,label
carnatic,64.81935795,22.01210193,-0.808081621,-7.790143137,9.146851408,-41.55845126,2.762460341,-30.56456259,-11.07413451,-2.368054229,-1.777077494,5.885467639,7.468015485,33.76262197,-8.369537589,1.724441723,-4.115443528,-37.62980701,6.527334061,-25.00214899,14.36957763,5.926661534,-1.268204865,-0.412793472,7.882448719,3.150645296,-8.369537589,34.58564522,33.74425613,10.9523167,-0.723062118,-0.356048638,-19.30941842,-9.760628083,-11.32065235,-20.4891508,23.20452812,1.257744368,23.29534659,1.724441723,33.74425613,88.58694311,39.5718206,-81.37275345,58.18094464,-124.8914226,14.60934155,-25.85754442,-63.050108,72.81375156,-8.619394164,67.59367154,-4.115443528,10.9523167,39.5718206,40.9133136,-9.769686732,25.76687775,-42.42696205,13.61570027,-9.136847247,-17.04748236,21.18457747,3.174066686,18.15176156,-37.62980701,-0.723062118,-81.37275345,-9.769686732,207.2060062,-95.57021527,227.7136657,-32.4809729,41.11224128,98.16629359,-86.72429808,19.22316856,-74.75405,6.527334061,-0.356048638,58.18094464,25.76687775,-95.57021527,162.3210548,-124.5177373,52.70587436,-8.376220409,-62.80425426,68.81081142,-39.12499242,44.75526896,-25.00214899,-19.30941842,-124.8914226,-42.42696205,227.7136657,-124.5177373,371.2628393,-14.97337375,89.67011496,172.536121,-156.4064625,33.74549767,-134.6351113,14.36957763,-9.760628083,14.60934155,13.61570027,-32.4809729,52.70587436,-14.97337375,80.40655015,44.39495604,0.302870708,17.86219478,-14.60624297,2.325484392,5.926661534,-11.32065235,-25.85754442,-9.136847247,41.11224128,-8.376220409,89.67011496,44.39495604,94.12878718,72.80427497,-23.27478376,6.24964438,-38.18535888,-1.268204865,-20.4891508,-63.050108,-17.04748236,98.16629359,-62.80425426,172.536121,0.302870708,72.80427497,141.3360487,-62.37688827,26.02761677,-72.98980408,-0.412793472,23.20452812,72.81375156,21.18457747,-86.72429808,68.81081142,-156.4064625,17.86219478,-23.27478376,-62.37688827,144.9772579,-5.146624519,86.86539296,7.882448719,1.257744368,-8.619394164,3.174066686,19.22316856,-39.12499242,33.74549767,-14.60624297,6.24964438,26.02761677,-5.146624519,69.10610795,5.298081895,3.150645296,23.29534659,67.59367154,18.15176156,-74.75405,44.75526896,-134.6351113,2.325484392,-38.18535888,-72.98980408,86.86539296,5.298081895,119.9432288,carnatic
carnatic,66.76355314,21.71682559,-1.372853167,-13.15704589,2.492686016,-45.0836287,3.95422613,-27.59328472,-5.101211395,2.42660645,4.747861318,7.885851472,8.663074686,40.00231472,-9.489166515,-1.540177624,-2.919899972,-35.21357286,3.339420465,-29.66064776,29.89039013,24.71992523,8.682586402,11.50892913,9.107233877,-0.458942961,-9.489166515,32.65247616,27.01338941,5.298231148,2.380476971,-5.017566394,-3.712680728,-7.486105179,-3.320100911,-14.40443876,16.29406238,-0.169851381,14.36021128,-1.540177624,27.01338941,66.50773484,33.22463399,-56.84185916,49.804914,-86.96504297,10.4492609,-18.33405959,-47.16476794,39.41954719,-20.46200833,36.00008934,-2.919899972,5.298231148,33.22463399,52.77933233,12.087254,28.71306131,-24.35022447,-7.498807662,-32.79110298,-23.95350559,-30.30946169,-9.346672478,1.151885117,-35.21357286,2.380476971,-56.84185916,12.087254,197.7786644,-71.83268847,200.3230621,-64.78474888,-18.04171973,50.37324031,-120.5488651,15.78212137,-52.57514073,3.339420465,-5.017566394,49.804914,28.71306131,-71.83268847,160.6203979,-115.0391709,28.01468514,-29.40610713,-68.89479575,46.28983506,-49.91332455,34.30059483,-29.66064776,-3.712680728,-86.96504297,-24.35022447,200.3230621,-115.0391709,302.5606579,-43.75037029,25.93642458,110.2297317,-134.270402,43.87923573,-81.7412429,29.89039013,-7.486105179,10.4492609,-7.498807662,-64.78474888,28.01468514,-43.75037029,110.3258625,76.89436431,12.54264406,80.50545287,-7.50936148,8.509025354,24.71992523,-3.320100911,-18.33405959,-32.79110298,-18.04171973,-29.40610713,25.93642458,76.89436431,123.9010691,74.53272727,64.3810289,20.39203228,-15.64041747,8.682586402,-14.40443876,-47.16476794,-23.95350559,50.37324031,-68.89479575,110.2297317,12.54264406,74.53272727,131.6585046,-1.856264235,42.62797698,-47.13109436,11.50892913,16.29406238,39.41954719,-30.30946169,-120.5488651,46.28983506,-134.270402,80.50545287,64.3810289,-1.856264235,220.8184416,5.460593775,53.60509453,9.107233877,-0.169851381,-20.46200833,-9.346672478,15.78212137,-49.91332455,43.87923573,-7.50936148,20.39203228,42.62797698,5.460593775,83.57680341,8.193964781,-0.458942961,14.36021128,36.00008934,1.151885117,-52.57514073,34.30059483,-81.7412429,8.509025354,-15.64041747,-47.13109436,53.60509453,8.193964781,95.53876035,carnatic
carnatic,59.41094026,21.0389297,-6.703333471,-11.46955209,16.57532815,-44.93624453,13.3246155,-27.49491737,-6.862596071,1.510144935,-7.227848802,1.482979171,1.424982211,63.15533825,-8.586862997,4.329750291,-24.97666593,-52.67678181,19.83894225,-24.58489496,-17.07691791,5.650883537,-13.01688086,22.87215011,29.88977459,29.73634609,-8.586862997,32.31923048,32.43488489,10.17175785,-3.286702612,-5.669237843,-11.3194782,-4.227659726,-3.747830993,-12.5131215,17.90863878,1.658093812,17.27023487,4.329750291,32.43488489,110.0299259,71.73120775,-95.15234618,43.03487279,-139.6608341,23.15225,-32.39190233,-68.85951677,67.14978513,-0.33630287,55.69650534,-24.97666593,10.17175785,71.73120775,108.2921349,-14.5178874,3.710778437,-95.33402838,34.31834421,-36.4715623,-31.23496364,6.463609798,-3.956417635,-2.557988068,-52.67678181,-3.286702612,-95.15234618,-14.5178874,209.6496413,-77.12105735,203.904804,-11.45404349,39.81225344,98.67674393,-93.41182684,-2.612806556,-79.80394052,19.83894225,-5.669237843,43.03487279,3.710778437,-77.12105735,174.1818549,-84.45684887,42.93506453,7.683480613,-53.1019741,81.90810112,-28.92934069,56.58452493,-24.58489496,-11.3194782,-139.6608341,-95.33402838,203.904804,-84.45684887,358.9074478,-9.802295992,94.23777467,163.0640175,-120.319972,28.78013696,-93.91090784,-17.07691791,-4.227659726,23.15225,34.31834421,-11.45404349,42.93506453,-9.802295992,118.4685299,68.17443736,10.31173319,31.44397704,-31.31431443,3.676502929,5.650883537,-3.747830993,-32.39190233,-36.4715623,39.81225344,7.683480613,94.23777467,68.17443736,145.6388925,85.89683845,10.99130996,-4.827141071,-16.07901006,-13.01688086,-12.5131215,-68.85951677,-31.23496364,98.67674393,-53.1019741,163.0640175,10.31173319,85.89683845,152.1799766,-45.48465329,17.53740298,-62.59225137,22.87215011,17.90863878,67.14978513,6.463609798,-93.41182684,81.90810112,-120.319972,31.44397704,10.99130996,-45.48465329,162.9757788,15.28568531,91.5122898,29.88977459,1.658093812,-0.33630287,-3.956417635,-2.612806556,-28.92934069,28.78013696,-31.31431443,-4.827141071,17.53740298,15.28568531,106.6920478,39.35412783,29.73634609,17.27023487,55.69650534,-2.557988068,-79.80394052,56.58452493,-93.91090784,3.676502929,-16.07901006,-62.59225137,91.5122898,39.35412783,132.689468,carnatic
carnatic,64.20655249,20.96690077,-6.285421112,-15.77039909,12.38887881,-40.59256815,14.75237845,-32.70576063,-9.439645727,-1.305690833,-6.718878457,2.85690436,3.761326043,58.11020537,-18.1081245,-22.36056479,-37.66545963,-30.5697765,16.61458201,19.44757292,-7.660911939,14.88855142,12.53210393,4.941116694,23.63808242,-2.756667132,-18.1081245,35.86706059,37.98491714,19.6553553,5.089080273,-6.921127362,-11.58788225,-6.195827665,-12.74904401,-16.70221226,12.45241147,-6.402168566,12.93443631,-22.36056479,37.98491714,121.4039902,99.54796178,-63.02501104,45.44582701,-132.7032651,30.60020283,-37.38123591,-63.21339464,55.10287474,-18.6275792,47.80709654,-37.66545963,19.6553553,99.54796178,138.639616,-10.50811634,10.76141151,-116.4476442,46.96703852,-28.20219758,-34.81047484,9.628439712,-6.169398985,18.28550894,-30.5697765,5.089080273,-63.02501104,-10.50811634,156.6660095,-66.36219074,155.8247699,-24.06729641,27.88018598,67.99461369,-75.37086067,10.23506697,-52.07780191,16.61458201,-6.921127362,45.44582701,10.76141151,-66.36219074,188.553457,-68.56431901,30.21160465,-7.288836073,-52.75068361,61.73074781,-41.12750802,29.93421239,19.44757292,-11.58788225,-132.7032651,-116.4476442,155.8247699,-68.56431901,362.4151056,-36.9281759,73.16178963,144.6003801,-120.6376381,38.19055451,-114.2950717,-7.660911939,-6.195827665,30.60020283,46.96703852,-24.06729641,30.21160465,-36.9281759,114.6102315,50.60170434,-7.203644292,20.94999278,-30.31939006,2.876706465,14.88855142,-12.74904401,-37.38123591,-28.20219758,27.88018598,-7.288836073,73.16178963,50.60170434,107.9063221,66.50336345,-12.32671462,4.769778103,-30.36133005,12.53210393,-16.70221226,-63.21339464,-34.81047484,67.99461369,-52.75068361,144.6003801,-7.203644292,66.50336345,135.3059109,-47.28535992,30.81443884,-55.89387446,4.941116694,12.45241147,55.10287474,9.628439712,-75.37086067,61.73074781,-120.6376381,20.94999278,-12.32671462,-47.28535992,141.5180916,-1.595532845,73.47915479,23.63808242,-6.402168566,-18.6275792,-6.169398985,10.23506697,-41.12750802,38.19055451,-30.31939006,4.769778103,30.81443884,-1.595532845,110.0944133,16.99834124,-2.756667132,12.93443631,47.80709654,18.28550894,-52.07780191,29.93421239,-114.2950717,2.876706465,-30.36133005,-55.89387446,73.47915479,16.99834124,118.9151959,carnatic
carnatic,67.54863312,22.13389784,-3.819850146,-15.85991557,8.809544887,-38.88973397,13.17764005,-35.68233627,-11.3025664,-1.664975547,-5.622173035,4.820487923,6.458638752,39.96483025,-14.72108448,-25.57733684,-26.69829342,-2.576343174,6.449729306,28.30782191,2.400193416,13.78159008,15.62936027,-3.869204419,11.49837465,-8.933915887,-14.72108448,31.08065894,26.32740066,9.85430369,5.221545835,-5.592458849,-8.372912458,-8.290563912,-7.913032707,-15.21930988,11.1473986,-1.007647604,13.78178727,-25.57733684,26.32740066,85.36140297,68.95833615,-59.41721718,43.43535028,-123.1577696,29.39679838,-25.13088505,-55.36125327,46.85305403,-17.54235833,46.90781474,-26.69829342,9.85430369,68.95833615,97.91326723,-24.72205728,11.72052945,-106.5153598,41.44958765,-16.16026012,-33.17613351,9.227770546,1.377921502,21.06162676,-2.576343174,5.221545835,-59.41721718,-24.72205728,133.918569,-66.26874635,165.0634388,-38.21438568,25.53889626,65.88660663,-67.46175636,26.67839425,-51.66600404,6.449729306,-5.592458849,43.43535028,11.72052945,-66.26874635,179.7412479,-79.85021384,43.34235363,-13.89371112,-62.3085516,69.40470963,-45.31422795,47.60049569,28.30782191,-8.372912458,-123.1577696,-106.5153598,165.0634388,-79.85021384,367.4786803,-61.27970198,50.47558103,135.9278388,-119.6852735,47.6264249,-110.3523969,2.400193416,-8.290563912,29.39679838,41.44958765,-38.21438568,43.34235363,-61.27970198,103.800331,32.39561465,-23.52674209,33.67953793,-20.69969774,18.5551609,13.78159008,-7.913032707,-25.13088505,-16.16026012,25.53889626,-13.89371112,50.47558103,32.39561465,80.40358416,55.63004223,-3.991433774,4.858433648,-30.03610232,15.62936027,-15.21930988,-55.36125327,-33.17613351,65.88660663,-62.3085516,135.9278388,-23.52674209,55.63004223,128.6446596,-32.99120005,34.26154126,-59.07048217,-3.869204419,11.1473986,46.85305403,9.227770546,-67.46175636,69.40470963,-119.6852735,33.67953793,-3.991433774,-32.99120005,141.964009,-10.39620761,67.59983317,11.49837465,-1.007647604,-17.54235833,1.377921502,26.67839425,-45.31422795,47.6264249,-20.69969774,4.858433648,34.26154126,-10.39620761,95.45937957,13.21627191,-8.933915887,13.78178727,46.90781474,21.06162676,-51.66600404,47.60049569,-110.3523969,18.5551609,-30.03610232,-59.07048217,67.59983317,13.21627191,126.6928723,carnatic
carnatic,63.75357876,22.40572431,-0.511200001,-10.26315485,8.200507093,-43.53789783,5.208529783,-29.88286395,-7.506099388,0.36659136,-0.098811242,6.327102924,9.677921248,66.48697877,-8.883780877,-3.465156811,-17.71841376,-46.36841758,8.797663211,-18.74192692,16.64321755,15.27047864,-1.492276317,26.94187772,24.80552027,1.960118932,-8.883780877,33.95656147,26.63541867,2.827708796,6.027582898,-5.119811922,-4.537220267,-12.54075982,-5.85754284,-15.70972621,20.21296893,2.061828596,20.41451751,-3.465156811,26.63541867,66.14180324,21.85255402,-64.51232119,46.87697659,-92.87949219,5.254430575,-16.89920114,-53.65456043,63.58465764,-13.82772054,47.76977323,-17.71841376,2.827708796,21.85255402,56.48814216,30.58966661,31.0517753,-3.422688963,17.1191433,-16.41214413,-5.154482684,-34.97614823,-9.820521838,-9.608447687,-46.36841758,6.027582898,-64.51232119,30.58966661,234.3351179,-64.7019691,237.2026867,-12.81430455,28.15968205,102.3251797,-140.0491798,11.88844354,-68.80046201,8.797663211,-5.119811922,46.87697659,31.0517753,-64.7019691,179.2992709,-96.48194229,50.33969222,-9.880915172,-64.85626554,50.88442417,-41.11678106,36.5682756,-18.74192692,-4.537220267,-92.87949219,-3.422688963,237.2026867,-96.48194229,356.0653387,11.09970654,76.62271642,162.0685658,-165.0848135,42.7450415,-107.2330507,16.64321755,-12.54075982,5.254430575,17.1191433,-12.81430455,50.33969222,11.09970654,96.08897736,57.32165149,15.63315865,18.79096591,-11.09628229,-9.31462107,15.27047864,-5.85754284,-16.89920114,-16.41214413,28.15968205,-9.880915172,76.62271642,57.32165149,121.3825544,85.62123225,26.2021786,17.06813483,-21.04523098,-1.492276317,-15.70972621,-53.65456043,-5.154482684,102.3251797,-64.85626554,162.0685658,15.63315865,85.62123225,158.7359296,-50.24984413,36.76847983,-63.60502919,26.94187772,20.21296893,63.58465764,-34.97614823,-140.0491798,50.88442417,-165.0848135,18.79096591,26.2021786,-50.24984413,227.5214529,14.87812627,97.28366849,24.80552027,2.061828596,-13.82772054,-9.820521838,11.88844354,-41.11678106,42.7450415,-11.09628229,17.06813483,36.76847983,14.87812627,84.14618398,8.159040123,1.960118932,20.41451751,47.76977323,-9.608447687,-68.80046201,36.5682756,-107.2330507,-9.31462107,-21.04523098,-63.60502919,97.28366849,8.159040123,109.9192883,carnatic
carnatic,56.31167963,17.1408145,-13.66861195,-13.28557215,23.38584648,-45.41299672,28.07332435,-22.52849795,2.927128366,14.25376214,-16.46049929,0.840397222,-6.037429089,75.67009692,-26.22622099,-26.92157217,-37.54379609,-24.75011298,-20.56283261,26.35847508,20.29777594,61.94206435,21.83354842,21.04921396,29.02161542,-4.19589588,-26.22622099,34.54998698,23.37311561,9.915055294,18.19238741,-9.258967288,8.712516885,-6.826297582,-10.83548699,-1.868144571,0.724311803,-4.212242061,14.99813209,-26.92157217,23.37311561,57.30530859,42.63264728,-18.88661007,30.95229829,-22.8046728,25.42939099,-11.74337593,-13.6169527,22.67995317,-9.604241938,30.52886338,-37.54379609,9.915055294,42.63264728,81.50477703,34.33538208,36.78307702,-16.48971003,-6.106504354,-59.41313971,-6.921834168,-15.55678657,14.5079527,12.67056844,-24.75011298,18.19238741,-18.88661007,34.33538208,123.7508199,-6.124726034,45.61827233,-52.23900445,-49.35191131,14.21317309,-41.20162816,28.87913884,-4.643888511,-20.56283261,-9.258967288,30.95229829,36.78307702,-6.124726034,152.3167943,-61.47274934,40.09428313,-5.334940672,-36.98154069,61.76413131,-40.69501714,36.66547151,26.35847508,8.712516885,-22.8046728,-16.48971003,45.61827233,-61.47274934,129.6922134,5.849242563,31.47250342,50.75267452,-26.89395801,69.59746775,-16.81090999,20.29777594,-6.826297582,25.42939099,-6.106504354,-52.23900445,40.09428313,5.849242563,118.6586573,84.71125962,-13.34012828,64.89591493,-16.43170201,34.21484116,61.94206435,-10.83548699,-11.74337593,-59.41313971,-49.35191131,-5.334940672,31.47250342,84.71125962,176.78695,39.59366554,57.78531859,10.20745249,11.77443814,21.83354842,-1.868144571,-13.6169527,-6.921834168,14.21317309,-36.98154069,50.75267452,-13.34012828,39.59366554,92.52033384,-1.817707261,44.45954653,-9.666814498,21.04921396,0.724311803,22.67995317,-15.55678657,-41.20162816,61.76413131,-26.89395801,64.89591493,57.78531859,-1.817707261,119.4354853,-15.58541182,43.27802207,29.02161542,-4.212242061,-9.604241938,14.5079527,28.87913884,-40.69501714,69.59746775,-16.43170201,10.20745249,44.45954653,-15.58541182,107.6035237,0.051590309,-4.19589588,14.99813209,30.52886338,12.67056844,-4.643888511,36.66547151,-16.81090999,34.21484116,11.77443814,-9.666814498,43.27802207,0.051590309,74.33113904,carnatic
carnatic,58.25543971,16.94925621,-13.20390157,-11.89126509,25.63062758,-44.56570452,31.10905255,-16.09217414,7.815229087,14.39710948,-11.9435045,1.337838489,-6.732658344,67.9763949,-32.40318586,-36.46092428,-42.20095909,-25.03914778,-26.30690862,29.53084518,5.902386902,43.54168953,23.62628315,-7.30994853,21.69964363,-11.39824504,-32.40318586,40.91307218,31.69224727,21.49600049,29.32890334,1.887770647,0.637875632,-2.425054526,-7.478017591,-4.503422861,13.66350136,-7.71664542,18.05840889,-36.46092428,31.69224727,71.53011599,62.12697854,-3.666680039,55.68635097,-41.42837829,19.46866056,-12.85460754,-18.65299778,29.58132552,-12.42033672,36.32281197,-42.20095909,21.49600049,62.12697854,107.2444998,52.71201257,57.42158315,-29.60331683,-8.42501887,-56.47793268,-12.28408698,5.496777718,17.66840641,14.4504965,-25.03914778,29.32890334,-3.666680039,52.71201257,140.780069,-0.439659911,57.25032173,-32.33039674,-33.69937812,22.57270931,-8.057178499,32.3726487,-3.674003954,-26.30690862,1.887770647,55.68635097,57.42158315,-0.439659911,180.5092458,-57.97543652,63.30560213,14.9143536,-29.63375475,79.97291555,-35.95195096,56.08954862,29.53084518,0.637875632,-41.42837829,-29.60331683,57.25032173,-57.97543652,150.1926471,-2.379963605,40.23686114,68.03519113,-46.53995404,74.32908241,-16.91609196,5.902386902,-2.425054526,19.46866056,-8.42501887,-32.33039674,63.30560213,-2.379963605,122.2768078,86.50424498,-10.00206019,79.02584501,-29.62019519,46.9452823,43.54168953,-7.478017591,-12.85460754,-56.47793268,-33.69937812,14.9143536,40.23686114,86.50424498,161.7648961,48.303651,51.1631136,1.721519198,21.97785224,23.62628315,-4.503422861,-18.65299778,-12.28408698,22.57270931,-29.63375475,68.03519113,-10.00206019,48.303651,101.0350376,-5.777495619,47.10164114,-6.844533926,-7.30994853,13.66350136,29.58132552,5.496777718,-8.057178499,79.97291555,-46.53995404,79.02584501,51.1631136,-5.777495619,143.8427617,-36.90768751,45.52485296,21.69964363,-7.71664542,-12.42033672,17.66840641,32.3726487,-35.95195096,74.32908241,-29.62019519,1.721519198,47.10164114,-36.90768751,110.5120366,-9.681213268,-11.39824504,18.05840889,36.32281197,14.4504965,-3.674003954,56.08954862,-16.91609196,46.9452823,21.97785224,-6.844533926,45.52485296,-9.681213268,84.35911123,carnatic
carnatic,63.0459718,17.82586217,-12.50097136,-13.11911185,23.17626757,-45.6508055,32.48918911,-15.41088834,7.650065258,12.54711595,-9.617070841,2.630108515,-6.481719662,86.28672411,-25.26221342,-25.26983216,-32.92954155,-21.77420512,-20.13743893,41.90731666,-6.727706416,28.54815171,31.66742756,-13.1344141,45.61028563,1.583166363,-25.26221342,29.90654714,18.40835379,5.342124183,17.2591275,-5.997161167,5.327775836,-2.402606866,1.582570895,-4.041212951,6.697899855,-8.578502295,8.856381014,-25.26983216,18.40835379,54.64906911,40.75164947,-15.32088694,48.50168799,-27.91114926,27.92187074,7.766446843,-14.73009836,25.99261919,-13.07819165,24.71977159,-32.92954155,5.342124183,40.75164947,71.85737297,27.79143381,43.59167368,-17.76944612,13.98481772,-17.99774491,-6.656002855,4.253517142,0.446207639,-0.528056599,-21.77420512,17.2591275,-15.32088694,27.79143381,114.3683997,-8.087692173,51.33317778,-24.51796877,-15.70358605,24.59904353,-15.50201896,13.54059849,-15.32020256,-20.13743893,-5.997161167,48.50168799,43.59167368,-8.087692173,174.4686535,-60.88247538,62.47773029,25.23894666,-28.12618615,81.23910349,-42.78182921,45.83478317,41.90731666,5.327775836,-27.91114926,-17.76944612,51.33317778,-60.88247538,139.0649697,-17.94966305,30.11757702,68.3091031,-54.24131894,79.62737602,-22.48485552,-6.727706416,-2.402606866,27.92187074,13.98481772,-24.51796877,62.47773029,-17.94966305,86.07680128,39.17795636,-15.60453577,52.13980497,-27.74706423,32.14346083,28.54815171,1.582570895,7.766446843,-17.99774491,-15.70358605,25.23894666,30.11757702,39.17795636,93.0804002,36.5683579,20.08974082,20.76445382,15.18799826,31.66742756,-4.041212951,-14.73009836,-6.656002855,24.59904353,-28.12618615,68.3091031,-15.60453577,36.5683579,85.19161321,-16.36585868,51.17098009,-11.65889403,-13.1344141,6.697899855,25.99261919,4.253517142,-15.50201896,81.23910349,-54.24131894,52.13980497,20.08974082,-16.36585868,108.6671483,-36.42243651,44.63342115,45.61028563,-8.578502295,-13.07819165,0.446207639,13.54059849,-42.78182921,79.62737602,-27.74706423,20.76445382,51.17098009,-36.42243651,113.3218421,-7.414237031,1.583166363,8.856381014,24.71977159,-0.528056599,-15.32020256,45.83478317,-22.48485552,32.14346083,15.18799826,-11.65889403,44.63342115,-7.414237031,73.1817159,carnatic
carnatic,34.86610869,19.65653448,-2.876200593,-9.385369369,8.288500672,-40.9235261,2.775329538,-27.2816627,-9.415608876,0.034230526,-3.492572347,1.277737138,1.998815972,5606.831401,519.8565859,-43.49278483,-251.7784755,157.1197092,-1051.953485,47.84770213,-694.623018,-195.5296404,1.444003796,-27.72213089,82.04907965,119.3323603,519.8565859,93.80869731,26.37740708,-21.49131818,24.99259675,-133.4389448,-10.17564588,-94.24497989,-21.47687722,-22.39561568,1.969331434,-4.227736815,20.51534717,-43.49278483,26.37740708,80.17818937,31.91442017,-71.06229758,45.58552263,-103.4201293,18.0094848,13.57837177,-52.9159399,65.89977953,-7.655069533,43.1154994,-251.7784755,-21.49131818,31.91442017,55.65272806,-3.743043413,83.93337043,-28.08620177,49.04923352,2.636503576,-12.10591797,-0.541116231,-11.9895578,-7.573125573,157.1197092,24.99259675,-71.06229758,-3.743043413,189.3329888,-93.42343973,168.0886911,-66.83580499,-31.86368326,56.92540227,-119.1836582,-13.97979822,-65.39263139,-1051.953485,-133.4389448,45.58552263,83.93337043,-93.42343973,394.979086,-91.63139132,208.1531421,56.53508972,-40.13105653,66.86092498,-46.36181474,2.128976216,47.84770213,-10.17564588,-103.4201293,-28.08620177,168.0886911,-91.63139132,306.0026797,-18.75554177,-10.49645328,128.2828616,-145.2704213,43.35450538,-63.99721558,-694.623018,-94.24497989,18.0094848,49.04923352,-66.83580499,208.1531421,-18.75554177,200.6627136,72.95190208,-7.646991478,55.3031015,5.342963529,16.73682229,-195.5296404,-21.47687722,13.57837177,2.636503576,-31.86368326,56.53508972,-10.49645328,72.95190208,89.77887232,20.1002555,56.03177615,30.2952687,33.44186507,1.444003796,-22.39561568,-52.9159399,-12.10591797,56.92540227,-40.13105653,128.2828616,-7.646991478,20.1002555,138.9540847,-32.34493168,47.68121928,-24.83678584,-27.72213089,1.969331434,65.89977953,-0.541116231,-119.1836582,66.86092498,-145.2704213,55.3031015,56.03177615,-32.34493168,212.5186279,51.30288096,98.05832516,82.04907965,-4.227736815,-7.655069533,-11.9895578,-13.97979822,-46.36181474,43.35450538,5.342963529,30.2952687,47.68121928,51.30288096,122.8111931,59.71157506,119.3323603,20.51534717,43.1154994,-7.573125573,-65.39263139,2.128976216,-63.99721558,16.73682229,33.44186507,-24.83678584,98.05832516,59.71157506,119.8322671,carnatic
